timestep,dataset,model,norm,seq_len,pred_len,alpha,seed,dish_init,scaled,prior,gt_0,pred_0,gt_1,pred_1,gt_2,pred_2,gt_3,pred_3,gt_4,pred_4,gt_5,pred_5,gt_6,pred_6
68,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,47.329,,5.696,,51.199,,5.12,,-4.105,,-1.418,,5.2635,
69,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.25,,5.864,,51.869,,5.227,,-4.105,,-1.418,,5.7035,
70,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,49.088,,6.199,,52.915,,5.388,,-4.105,,-1.418,,6.582,
71,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,45.989,,4.272,,50.127,,3.78,,-4.105,,-1.418,,7.4605,
72,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,45.989,,0.0,,49.966,,3.538,,-4.105,,-1.418,,8.3395,
73,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,46.743,,4.356,,50.77,,3.887,,-4.105,,-1.397,,9.4385,
74,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,45.737,,0.0,,50.154,,3.699,,-4.105,,-1.375,,10.537,
75,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.837,,4.775,,52.325,,4.182,,-4.105,,-1.311,,11.6355,
76,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.585,,4.44,,52.137,,3.646,,-4.105,,-1.247,,12.5145,
77,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,47.413,,0.0,,51.628,,3.404,,-4.105,,-1.215,,13.833,
78,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,45.737,,0.0,,49.885,,2.198,,-4.105,,-1.215,,14.7115,
79,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,45.57,,0.0,,49.939,,2.815,,-4.105,,-1.215,,15.371,
80,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,45.486,,0.0,,49.644,,2.547,,-4.105,,-1.279,,15.8105,
81,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,47.496,,5.529,,50.69,,3.136,,-4.105,,0.0,,15.8105,
82,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,47.58,,4.775,,51.306,,4.182,,-4.105,,-1.226,,16.03,
83,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,49.507,,5.361,,52.646,,4.664,,-4.105,,-1.269,,15.8105,
84,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,50.093,,6.115,,53.049,,5.066,,-2.889,,0.0,,15.371,
85,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,50.931,,6.618,,54.228,,5.468,,-4.169,,0.0,,14.932,
86,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,47.832,,5.361,,51.681,,4.664,,-2.932,,-1.247,,14.492,
87,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,49.507,,6.199,,53.451,,5.468,,-2.932,,-1.237,,14.492,
88,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,49.926,,6.534,,53.183,,5.254,,-2.921,,0.0,,14.492,
89,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,49.088,,5.948,,52.164,,4.905,,-2.921,,0.0,,14.712,
90,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,47.413,,5.529,,51.333,,4.905,,-4.147,,-1.247,,15.1515,
91,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,42.219,,0.0,,46.615,,3.699,,-4.041,,-1.226,,15.591,
92,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,46.072,,5.361,,50.556,,4.771,,-4.041,,-1.226,,15.591,
93,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,46.659,,5.194,,50.207,,4.503,,-4.041,,0.0,,15.8105,
94,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,46.91,,5.864,,50.207,,4.852,,-4.041,,0.0,,15.8105,
95,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.25,,5.864,,50.716,,4.718,,-2.751,,0.0,,15.371,
96,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.167,44.999332,5.361,1.7038122,51.735,49.097836,4.074,2.7581472,-3.987,-2.1313312,0.0,-0.033804655,7.241,12.25718
97,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.669,46.36166,5.361,2.3908706,51.655,49.32453,4.074,3.0027335,-3.987,-2.0760179,0.0,0.01826346,7.9005,12.22579
98,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.669,48.576584,5.194,3.2737038,51.869,50.092552,3.994,3.5250266,-3.987,-2.0573182,0.0,0.059227884,8.779,12.59276
99,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.334,49.252594,5.026,3.5721738,51.44,50.400383,3.672,3.607448,-2.751,-1.8784344,0.0,0.0485304,9.658,12.556606
100,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.502,48.757706,4.859,3.35835,52.137,50.259125,3.699,3.4277368,-2.751,-1.7638509,0.0,0.04231763,10.537,12.301674
101,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,47.832,47.429104,0.0,2.77081,51.279,49.647945,2.895,3.1205976,-2.751,-1.7624445,0.0,-0.03544128,11.416,11.948637
102,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,45.821,46.377903,0.0,2.1925817,49.376,49.112118,2.359,2.9216206,-2.751,-1.6956127,0.0,-0.12717098,12.0755,11.386238
103,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,44.9,47.317074,0.0,2.5476124,48.518,49.564594,1.93,3.1836,-3.987,-1.9254267,0.0,-0.2875657,12.954,11.302468
104,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,44.816,47.72049,0.0,2.4205766,47.634,48.711224,2.681,2.9563193,-2.719,-1.8086288,0.0,-0.2803718,13.6135,11.159651
105,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,42.973,48.814896,0.0,3.1225276,46.562,49.606007,2.305,3.2737284,-2.719,-1.7127749,0.0,-0.27476996,13.833,11.376987
106,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,44.565,48.61058,0.0,2.8907373,47.902,49.101357,2.707,3.1960182,-2.719,-1.6837504,0.0,-0.22615708,13.6135,11.201733
107,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,44.229,49.207375,0.0,3.2095258,47.419,49.240406,2.949,3.3873763,-2.719,-1.5823872,0.0,-0.21941909,13.6135,11.072933
108,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,44.9,49.199608,4.691,3.1712165,48.358,49.25341,3.887,3.3675535,-2.719,-1.5563178,0.0,-0.21110004,13.6135,10.872584
109,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,49.758,48.855648,6.869,2.9525323,53.075,48.955517,5.254,3.2625532,-2.719,-1.5822953,0.0,-0.15436047,13.833,10.485952
110,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,49.926,48.63813,6.785,2.8724318,53.263,48.71409,5.334,3.1760678,-2.719,-1.601744,0.0,-0.082138956,14.2725,10.207478
111,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.502,48.482204,6.45,2.8817863,51.896,48.73526,5.227,3.1682048,-3.934,-1.6122937,0.0,-0.04636851,14.9315,10.09884
112,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.585,48.01197,6.115,2.744165,52.137,48.731197,4.932,3.1033335,-3.934,-1.5931814,0.0,-0.030467898,14.9315,10.04571
113,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.837,47.3616,5.864,2.4967608,51.896,48.605534,4.503,2.9884515,-2.719,-1.5312171,0.0,-0.0004982054,14.7115,9.966717
114,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.167,46.939323,5.612,2.3442001,51.333,48.418926,4.477,2.9080753,-2.719,-1.4795245,0.0,0.04566455,13.833,9.8477955
115,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.502,46.81873,6.031,2.3393402,52.191,48.23426,4.771,2.8905838,-2.719,-1.4536501,0.0,0.08620149,13.174,9.662212
116,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,48.083,46.92387,5.612,2.4344506,51.199,48.109226,4.396,2.92517,-2.719,-1.4464602,0.0,0.114860415,12.954,9.444542
117,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,49.256,47.186516,6.115,2.5891552,52.325,48.036587,4.691,2.983637,-2.719,-1.4496963,0.0,0.13717717,12.515,9.258047
118,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,50.009,47.465805,6.618,2.726909,53.156,47.976036,4.986,3.0299098,-2.719,-1.4659387,0.0,0.15540546,12.075,9.112228
119,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,49.926,47.706623,5.948,2.8241236,52.325,47.898815,4.209,3.0466807,-2.719,-1.4892999,0.0,0.1751517,11.8555,8.9672985
120,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,50.261,47.873795,6.366,2.890364,53.236,47.837067,4.637,3.0406842,-2.719,-1.4946036,0.0,0.18312937,11.416,8.814711
121,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,50.847,47.903793,6.366,2.9072363,53.343,47.778374,4.53,3.0077488,-2.719,-1.487569,0.0,0.16546464,10.9765,8.647596
122,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,52.69,47.909134,6.953,2.9260318,54.523,47.71444,4.798,2.9850507,-1.503,-1.4825317,0.0,0.12556368,10.537,8.4743595
123,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,53.36,48.10223,6.701,3.0415716,55.381,47.69487,4.557,3.0263343,-1.503,-1.4852167,0.0,0.0736047,9.878,8.351772
124,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,53.36,48.463226,6.199,3.2341328,54.791,47.778683,4.101,3.1264262,-1.482,-1.506993,0.0,0.0075986385,9.658,8.32222
125,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,52.858,48.637474,5.864,3.3030329,54.818,47.798035,4.155,3.1925259,-1.45,-1.5181262,0.0,-0.060115337,9.219,8.289147
126,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,52.523,48.408165,5.78,3.1499367,54.737,47.59727,3.994,3.164989,-2.74,-1.5092075,0.0,-0.11700088,8.999,8.171986
127,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,53.695,47.880352,6.45,2.8733983,55.676,47.212944,4.289,3.064424,-1.514,-1.5023341,0.0,-0.16315094,8.5595,7.990022
128,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,53.528,47.173702,6.366,2.5458686,55.032,46.751793,3.887,2.9140978,-1.247,-1.5145261,0.0,-0.20006698,8.12,7.7808676
129,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,52.69,46.361996,5.194,2.1765196,54.898,46.293026,3.458,2.72753,-2.441,-1.5431619,0.0,-0.22808827,7.9005,7.5667214
130,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,54.952,45.46993,7.455,1.7647281,57.284,45.864708,4.825,2.515617,-2.441,-1.5687895,0.0,-0.24795152,7.6805,7.348251
131,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,55.454,44.59774,7.12,1.3729107,57.069,45.466873,4.798,2.3058662,-1.375,-1.5800859,0.0,-0.2468111,7.4605,7.115485
132,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,52.271,43.99696,5.026,1.1310029,53.397,45.091354,2.841,2.1521182,0.0,-1.5973713,0.0,-0.2117363,7.241,6.89194
133,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,52.69,43.735558,5.026,1.0617807,53.746,44.7499,2.654,2.0682673,0.0,-1.6382241,0.0,-0.16185111,7.0215,6.6828794
134,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,52.858,43.639526,4.523,1.0774717,53.397,44.51775,2.118,2.0241141,0.0,-1.6852279,0.0,-0.12485182,6.802,6.4577904
135,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,53.025,43.543274,4.607,1.1126404,53.049,44.439808,2.01,1.9983745,0.0,-1.7197264,0.0,-0.11360183,6.582,6.236333
136,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,53.444,43.377956,5.277,1.1505127,53.772,44.4518,2.681,1.9878268,0.0,-1.740208,0.0,-0.12656498,6.582,6.087633
137,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,54.952,43.12381,5.864,1.1753681,54.55,44.45424,2.841,1.9830236,0.0,-1.7621529,0.0,-0.15148798,6.1425,6.0535817
138,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,56.627,42.909485,6.283,1.1946534,56.185,44.457882,3.324,1.9797745,0.0,-1.7840681,0.0,-0.16315389,6.1425,6.0769453
139,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,56.376,42.974728,6.534,1.2769456,56.935,44.579243,3.78,2.0058396,0.0,-1.7932813,0.0,-0.15148902,5.7035,6.1553535
140,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,55.538,43.47054,6.115,1.5031633,57.069,44.91597,3.967,2.097979,-1.279,-1.7938523,0.0,-0.13200775,5.7035,6.3310976
141,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,58.051,44.360096,7.539,1.8865336,58.115,45.378613,4.343,2.267864,0.0,-1.7666482,0.0,-0.1285505,5.7035,6.571501
142,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,56.376,45.312416,7.037,2.2594314,57.096,45.798477,4.021,2.4743304,0.0,-1.7465297,0.0,-0.16035119,5.2635,6.876487
143,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,53.444,45.843887,5.78,2.4291034,53.933,46.02322,3.243,2.6217132,0.0,-1.8020964,0.0,-0.22050093,5.2635,7.1671987
144,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,51.517,45.78289,4.942,2.3723469,52.432,46.02115,2.788,2.6455185,0.0,-1.911052,0.0,-0.28876197,5.2635,7.306912
145,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,49.256,45.35401,0.0,2.1649275,49.859,45.90345,1.93,2.5717213,0.0,-2.0267797,0.0,-0.34878838,5.044,7.30138
146,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,46.072,44.807175,0.0,1.8647681,46.642,45.736645,1.367,2.4463654,0.0,-2.14476,0.0,-0.39765793,4.8245,7.242654
147,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,46.994,44.432323,0.0,1.6124936,47.393,45.609837,1.742,2.3227015,0.0,-2.2536995,0.0,-0.4303854,4.8245,7.20698
148,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,44.983,44.372078,0.0,1.5222082,43.854,45.660374,0.0,2.2503397,2.282,-2.3280802,0.0,-0.44851822,4.3845,7.2261972
149,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,42.722,44.573326,0.0,1.5724161,44.069,45.947933,0.0,2.2354078,0.0,-2.3697803,0.0,-0.4513635,4.3845,7.3364334
150,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,43.308,44.59771,0.0,1.569193,43.774,46.25854,0.0,2.2036557,0.0,-2.4178765,0.0,-0.43839917,4.3845,7.5497556
151,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,46.24,43.972664,0.0,1.4235611,47.178,46.16933,2.198,2.1396132,0.0,-2.496201,0.0,-0.42604363,3.9455,7.763194
152,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,45.486,44.21057,0.0,1.6510549,46.267,46.170773,1.823,2.2968533,0.0,-2.554022,0.0,-0.46711946,3.9455,8.186016
153,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,45.402,44.763344,0.0,1.8676031,46.32,46.350365,2.091,2.4258237,0.0,-2.54643,0.0,-0.46887356,3.5055,8.377158
154,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,44.481,44.227177,0.0,1.6278052,45.623,46.129745,2.091,2.3011928,0.0,-2.5201495,0.0,-0.40697017,3.5055,8.196193
155,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,43.811,42.787163,0.0,1.0248623,45.516,45.64156,2.01,1.9937601,-1.386,-2.4951775,0.0,-0.33879155,3.0665,7.990453
156,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,43.141,43.09905,0.0,1.1494709,44.551,45.941162,1.769,2.1181374,-1.386,-2.5536752,0.0,-0.37404037,2.847,8.602009
157,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,43.559,44.71101,0.0,1.6888101,44.739,46.866127,1.555,2.499534,0.0,-2.58723,0.0,-0.51108277,2.627,9.058332
158,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,43.057,45.45653,0.0,1.9717484,44.632,47.346416,2.252,2.6738842,-1.29,-2.6355839,0.0,-0.5587462,2.407,9.145477
159,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,42.638,44.852146,0.0,1.733297,43.961,47.26602,2.091,2.5619147,0.0,-2.7428906,0.0,-0.5265634,2.1875,9.23152
160,ETTm2,Autoformer,revin,96,336,0.0,2023,avg,False,none,41.968,44.336857,0.0,1.4877055,43.961,47.332424,2.252,2.4539592,-2.623,-2.85279,0.0,-0.5206858,1.968,9.30321
